titulo,artista,edicion,genero,idioma,dificultad,coaches,archivo,edicion_codigo,map_name
Best Song Ever,One Direction,Just Dance 2015,Pop / Dance-Pop,Inglés,3,4,bestsongever_pc.ipk,2015,BestSongEver
Birthday,Katy Perry,Just Dance 2015,Pop / Dance-Pop,Inglés,2,1,birthday_pc.ipk,2015,Birthday
Black Widow,Iggy Azalea Ft. Rita Ora,Just Dance 2015,Hip-Hop / Rap,Inglés,2,1,blackwidow_pc.ipk,2015,BlackWidow
Boom Clap,Charli XCX,Just Dance 2015,Pop / Dance-Pop,Inglés,2,1,boomclapdlc_pc.ipk,2015,BoomClapDLC
Break Free,Ariana Grande Ft. Zedd,Just Dance 2015,Dance / Electrónica,Inglés,1,1,breakfreedlc_pc.ipk,2015,BreakFreeDLC
Built For This,Becky G,Just Dance 2015,Pop / Dance-Pop,Inglés,2,1,builtforthis_pc.ipk,2015,BuiltForThis
Burn,Ellie Goulding,Just Dance 2015,Pop / Dance-Pop,Inglés,2,1,burn_pc.ipk,2015,Burn
Dancing Queen,ABBA,Just Dance 2015,Disco / Funk,Inglés,2,3,dancingqueen_pc.ipk,2015,DancingQueen
Dark Horse,Katy Perry,Just Dance 2015,Pop / Dance-Pop,Inglés,2,3,darkhorse_pc.ipk,2015,DarkHorse
Diamonds,Rihanna,Just Dance 2015,R&B / Soul,Inglés,2,2,diamondsalt_pc.ipk,2015,DiamondsALT
Diamonds,Rihanna,Just Dance 2015,R&B / Soul,Inglés,2,1,diamonds_pc.ipk,2015,Diamonds
Don't Worry Be Happy,The Bench Men,Just Dance 2015,Pop / Dance-Pop,Inglés,1,3,dontworry_pc.ipk,2015,DontWorry
Epic Sirtaki,The Bouzouki's,Just Dance 2015,Pop / Dance-Pop,Inglés,3,3,sirtaki_pc.ipk,2015,Sirtaki
Fatima,Cheb Salama,Just Dance 2015,Pop / Dance-Pop,Inglés,3,1,fatima_pc.ipk,2015,Fatima
Get Low,Dillon Francis & DJ Snake,Just Dance 2015,Dance / Electrónica,Inglés,2,2,getlow_pc.ipk,2015,GetLow
Happy,Pharrell Williams,Just Dance 2015,Pop / Dance-Pop,Inglés,1,3,happyalt_pc.ipk,2015,HappyALT
Happy,Pharrell Williams,Just Dance 2015,Pop / Dance-Pop,Inglés,2,1,happy_pc.ipk,2015,Happy
Holding Out For A Hero,Bonnie Tyler,Just Dance 2015,Rock / Pop Rock,Inglés,2,1,holdingout_pc.ipk,2015,HoldingOut
I Love It,Icona Pop Ft. Charli XCX,Just Dance 2015,Pop / Dance-Pop,Inglés,2,2,iloveitalt_pc.ipk,2015,ILoveItALT
I Love It,Icona Pop Ft. Charli XCX,Just Dance 2015,Pop / Dance-Pop,Inglés,2,1,iloveit_pc.ipk,2015,ILoveIt
India Waale,From the movie Happy New Year,Just Dance 2015,Pop / Dance-Pop,Inglés,3,2,indiawaale_pc.ipk,2015,IndiaWaale
It's My Birthday,will.i.am Ft. Cody Wise,Just Dance 2015,Hip-Hop / Rap,Inglés,2,1,itsmybirthdayalt_pc.ipk,2015,ItsMyBirthdayALT
It's My Birthday,will.i.am Ft. Cody Wise,Just Dance 2015,Hip-Hop / Rap,Inglés,2,3,itsmybirthday_pc.ipk,2015,ItsMyBirthday
Let It Go,Disney's Frozen,Just Dance 2015,Banda Sonora / Musical,Inglés,1,1,letitgodlc_pc.ipk,2015,LetItGoDLC
Let It Go,Disney's Frozen,Just Dance 2015,Banda Sonora / Musical,Inglés,2,2,letitgo_pc.ipk,2015,LetItGo
Love Is All,The Sunlight Shakers,Just Dance 2015,Pop / Dance-Pop,Inglés,1,2,loveisall_pc.ipk,2015,LoveIsAll
Love Me Again,John Newman,Just Dance 2015,Pop / Dance-Pop,Inglés,2,1,lovemeagain_pc.ipk,2015,LoveMeAgain
Macarena,The Girly Team,Just Dance 2015,Pop Latino / Urbano,Spanglish,1,4,macarena_pc.ipk,2015,Macarena
Mahna Mahna,Frankie Bostello,Just Dance 2015,Pop / Dance-Pop,Inglés,2,3,mahna_pc.ipk,2015,MahNa
Maps,Maroon 5,Just Dance 2015,Pop / Dance-Pop,Inglés,2,1,mad_pc.ipk,2015,Mad
Me And My Broken Heart,Rixton,Just Dance 2015,Rock / Pop Rock,Inglés,2,2,brokenheart_pc.ipk,2015,BrokenHeart
Movement is Happiness (Find Your Thing),Avishay Goren and Yossi Cohen,Just Dance 2015,J-Pop,Japonés,2,1,findyourmove_pc.ipk,2015,FindYourMove
Never Can Say Goodbye,Gloria Gaynor,Just Dance 2015,Disco / Funk,Inglés,1,1,nevercansay_pc.ipk,2015,NeverCanSay
Only You (And You Alone),Love Letter,Just Dance 2015,Pop / Dance-Pop,Inglés,2,2,onlyyou_pc.ipk,2015,OnlyYou
Papaoutai,Stromae,Just Dance 2015,Pop / Dance-Pop,Francés,3,1,papaoutaialt_pc.ipk,2015,PapaoutaiALT
Papaoutai,Stromae,Just Dance 2015,Pop / Dance-Pop,Francés,2,2,papaoutai_pc.ipk,2015,Papaoutai
Problem,Ariana Grande Ft. Iggy Azalea and Big Sean,Just Dance 2015,Hip-Hop / Rap,Inglés,2,1,problem_pc.ipk,2015,Problem
She Looks So Perfect,5 Seconds of Summer,Just Dance 2015,Pop / Dance-Pop,Inglés,2,4,soperfect_pc.ipk,2015,SoPerfect
Speedy Gonzalez,Los Pimientos Locos,Just Dance 2015,K-Pop,Coreano,2,2,speedy_pc.ipk,2015,Speedy
Summer,Calvin Harris,Just Dance 2015,Infantil,Inglés,1,1,summeralt_pc.ipk,2015,SummerALT
Summer,Calvin Harris,Just Dance 2015,Infantil,Inglés,2,1,summer_pc.ipk,2015,Summer
Tetris,Dancing Bros.,Just Dance 2015,Pop / Dance-Pop,Instrumental,3,4,tetris_pc.ipk,2015,Tetris
The Fox (What Does the Fox Say?),Ylvis,Just Dance 2015,Pop / Dance-Pop,Inglés,2,2,thefoxalt_pc.ipk,2015,TheFoxALT
The Fox (What Does the Fox Say?),Ylvis,Just Dance 2015,Pop / Dance-Pop,Inglés,2,3,thefox_pc.ipk,2015,TheFox
Till I Find You,Austin Mahone,Just Dance 2015,Pop / Dance-Pop,Inglés,3,1,findyou_pc.ipk,2015,FindYou
Walk This Way,Run-DMC & Aerosmith,Just Dance 2015,Rock / Pop Rock,Inglés,4,1,walkthiswayalt_pc.ipk,2015,WalkThisWayALT
Walk This Way,Run-DMC & Aerosmith,Just Dance 2015,Rock / Pop Rock,Inglés,3,4,walkthisway_pc.ipk,2015,WalkThisWay
XMas Tree,Bollywood Santa,Just Dance 2015,Pop / Dance-Pop,Inglés,3,2,bollywoodxmas_pc.ipk,2015,BollywoodXmas
You Spin Me Round (Like A Record),Dead Or Alive,Just Dance 2015,K-Pop,Coreano,2,1,spinmeround_pc.ipk,2015,SpinMeRound
You're On My Mind,Imposs Ft. J. Perry,Just Dance 2015,Pop / Dance-Pop,Inglés,2,4,onmymind_pc.ipk,2015,OnMyMind
All About That Bass,Meghan Trainor,Just Dance 2016,Dance / Electrónica,Inglés,2,2,aboutthatbassalt_pc.ipk,2016,AboutThatBassALT
All About That Bass,Meghan Trainor,Just Dance 2016,Dance / Electrónica,Inglés,2,1,aboutthatbass_pc.ipk,2016,AboutThatBass
Am I Wrong,Nico & Vinz,Just Dance 2016,Pop / Dance-Pop,Inglés,2,1,amiwrong_pc.ipk,2016,AmIWrong
Animals,Martin Garrix,Just Dance 2016,Dance / Electrónica,Inglés,4,1,animalsalt_pc.ipk,2016,AnimalsALT
Animals,Martin Garrix,Just Dance 2016,Dance / Electrónica,Inglés,3,2,animals_pc.ipk,2016,Animals
Balkan Blast Remix,Angry Birds,Just Dance 2016,Infantil,Inglés,1,4,angrybirds_pc.ipk,2016,AngryBirds
Better When I'm Dancin',Meghan Trainor,Just Dance 2016,Pop / Dance-Pop,Inglés,2,1,betterwhen_pc.ipk,2016,BetterWhen
Blame,Calvin Harris Ft. John Newman,Just Dance 2016,Infantil,Inglés,2,1,blame_pc.ipk,2016,Blame
Born This Way,Lady Gaga,Just Dance 2016,Pop / Dance-Pop,Inglés,1,1,bornthiswayalt_pc.ipk,2016,BornThisWayALT
Born This Way,Lady Gaga,Just Dance 2016,Pop / Dance-Pop,Inglés,3,3,bornthisway_pc.ipk,2016,BornThisWay
Boys (Summertime Love),The Lemon Cubes,Just Dance 2016,Pop / Dance-Pop,Inglés,1,3,boysboys_pc.ipk,2016,BoysBoys
Cheerleader (Felix Jaehn Remix),OMI,Just Dance 2016,Dance / Electrónica,Inglés,1,4,cheerleader_pc.ipk,2016,Cheerleader
Chiwawa,Wanko Ni Mero Mero,Just Dance 2016,J-Pop,Japonés,2,1,barbie_pc.ipk,2016,Barbie
Chiwawa,Wanko Ni Mero Mero,Just Dance 2016,J-Pop,Japonés,2,1,chiwawa_pc.ipk,2016,Chiwawa
Circus,Britney Spears,Just Dance 2016,Pop / Dance-Pop,Inglés,4,1,circusalt_pc.ipk,2016,CircusALT
Circus,Britney Spears,Just Dance 2016,Pop / Dance-Pop,Inglés,2,4,circus_pc.ipk,2016,Circus
Cool For The Summer,Demi Lovato,Just Dance 2016,Pop / Dance-Pop,Inglés,1,1,coolos_pc.ipk,2016,Coolos
Copacabana,Frankie Bostello,Just Dance 2016,Pop / Dance-Pop,Inglés,1,4,copacabana_pc.ipk,2016,CopaCabana
Drop The Mambo,Diva Carmina,Just Dance 2016,Dance / Electrónica,Inglés,3,1,electromambo_pc.ipk,2016,ElectroMambo
Fancy,Iggy Azalea Ft. Charli XCX,Just Dance 2016,K-Pop,Coreano,2,1,fancyalt_pc.ipk,2016,FancyALT
Fancy,Iggy Azalea Ft. Charli XCX,Just Dance 2016,K-Pop,Coreano,2,3,fancy_pc.ipk,2016,Fancy
Fun,Pitbull Ft. Chris Brown,Just Dance 2016,Dance / Electrónica,Inglés,2,1,fun_pc.ipk,2016,Fun
Get Ugly,Jason Derulo,Just Dance 2016,Pop / Dance-Pop,Inglés,2,3,getugly_pc.ipk,2016,GetUgly
Gibberish,MAX,Just Dance 2016,Pop / Dance-Pop,Inglés,3,2,gibberish_pc.ipk,2016,Gibberish
Hangover (BaBaBa),Buraka Som Sistema,Just Dance 2016,Pop / Dance-Pop,Inglés,2,2,hangover_pc.ipk,2016,Hangover
Heartbeat Song,Kelly Clarkson,Just Dance 2016,Rock / Pop Rock,Inglés,1,1,heartbeat_pc.ipk,2016,Heartbeat
Hey Mama,"David Guetta Ft. Nicki Minaj, Bebe Rexha & Afrojack",Just Dance 2016,Dance / Electrónica,Inglés,2,3,heymamaalt_pc.ipk,2016,HeyMamaALT
Hey Mama,"David Guetta Ft. Nicki Minaj, Bebe Rexha & Afrojack",Just Dance 2016,Dance / Electrónica,Inglés,3,3,heymama_pc.ipk,2016,HeyMama
Hit The Road Jack,Charles Percy,Just Dance 2016,Pop / Dance-Pop,Inglés,2,3,hittheroadalt_pc.ipk,2016,HitTheRoadALT
Hit The Road Jack,Charles Percy,Just Dance 2016,Pop / Dance-Pop,Inglés,1,2,hittheroad_pc.ipk,2016,HitTheRoad
Hold My Hand,Jess Glynne,Just Dance 2016,Pop / Dance-Pop,Inglés,1,1,holdmyhand_pc.ipk,2016,HoldMyHand
I Gotta Feeling,Black Eyed Peas,Just Dance 2016,Hip-Hop / Rap,Inglés,1,2,igotafeelingalt_pc.ipk,2016,IGotAFeelingALT
I Gotta Feeling,Black Eyed Peas,Just Dance 2016,Hip-Hop / Rap,Inglés,1,1,igotafeeling_pc.ipk,2016,IGotAFeeling
I'm An Albatraoz,AronChupa,Just Dance 2016,Dance / Electrónica,Inglés,3,1,albatraoz_pc.ipk,2016,Albatraoz
Ievan Polkka,Hatsune Miku,Just Dance 2016,Pop / Dance-Pop,Inglés,1,1,levanpolkka_pc.ipk,2016,LevanPolkka
Irish Meadow Dance,O'Callaghan's Orchestra,Just Dance 2016,J-Pop,Japonés,2,4,saintpatrick_pc.ipk,2016,SaintPatrick
Junto a Ti,"Disney's ""Violetta""",Just Dance 2016,Banda Sonora / Musical,Inglés,2,3,juntoati_pc.ipk,2016,JuntoATi
Kaboom Pow,Nikki Yanofsky,Just Dance 2016,Pop / Dance-Pop,Inglés,2,1,kaboompow_pc.ipk,2016,KaboomPow
Kool Kontact,Glorious Black Belts,Just Dance 2016,Pop / Dance-Pop,Inglés,2,2,kungfunk_pc.ipk,2016,KungFunk
Let's Groove,Equinox Stars,Just Dance 2016,Pop / Dance-Pop,Inglés,2,3,letsgroove_pc.ipk,2016,LetsGroove
Lights,Ellie Goulding,Just Dance 2016,Pop / Dance-Pop,Inglés,1,1,lights_pc.ipk,2016,Lights
No Control,One Direction,Just Dance 2016,Pop / Dance-Pop,Inglés,1,4,nocontrol_pc.ipk,2016,NoControl
Rabiosa,Shakira Ft. El Cata,Just Dance 2016,Pop Latino / Urbano,Spanglish,2,1,rabiosaalt_pc.ipk,2016,RabiosaALT
Rabiosa,Shakira Ft. El Cata,Just Dance 2016,Pop Latino / Urbano,Spanglish,2,1,rabiosa_pc.ipk,2016,Rabiosa
Same Old Love,Selena Gomez,Just Dance 2016,Pop / Dance-Pop,Inglés,3,3,stargate_pc.ipk,2016,Stargate
Shut Up And Dance,Walk The Moon,Just Dance 2016,Rock / Pop Rock,Inglés,3,2,shutup_pc.ipk,2016,ShutUp
SMILE (Улыбайся),IOWA,Just Dance 2016,Pop / Dance-Pop,Inglés,1,1,ulibayssia_pc.ipk,2016,Ulibayssia
Stadium Flow,Imposs,Just Dance 2016,Pop / Dance-Pop,Inglés,1,1,stadiumflowfan_pc.ipk,2016,StadiumFlowFAN
Stadium Flow,Imposs,Just Dance 2016,Pop / Dance-Pop,Inglés,1,1,stadiumflow_pc.ipk,2016,StadiumFlow
Stuck On A Feeling,Prince Royce,Just Dance 2016,Pop Latino / Urbano,Español,3,1,stuckonafeeling_pc.ipk,2016,StuckOnAFeeling
Taste The Feeling,Avicii vs. Conrad Sewell,Just Dance 2016,Dance / Electrónica,Inglés,2,1,tastethefeelingalt_pc.ipk,2016,TasteTheFeelingALT
Taste The Feeling,Avicii vs. Conrad Sewell,Just Dance 2016,Dance / Electrónica,Inglés,1,1,tastethefeeling_pc.ipk,2016,TasteTheFeeling
Teacher,Nick Jonas,Just Dance 2016,Hip-Hop / Rap,Inglés,1,2,teacheralt_pc.ipk,2016,TeacherALT
Teacher,Nick Jonas,Just Dance 2016,Hip-Hop / Rap,Inglés,1,1,teacher_pc.ipk,2016,Teacher
The Choice Is Yours,Darius Dante Van Dijk,Just Dance 2016,Pop / Dance-Pop,Inglés,1,1,thechoice_pc.ipk,2016,TheChoice
These Boots Are Made For Walkin',The Girly Team,Just Dance 2016,Pop / Dance-Pop,Inglés,1,1,theseboots_pc.ipk,2016,TheseBoots
This Is How We Do,Katy Perry,Just Dance 2016,Pop / Dance-Pop,Inglés,2,1,thisishowalt_pc.ipk,2016,ThisIsHowALT
This Is How We Do,Katy Perry,Just Dance 2016,Pop / Dance-Pop,Inglés,1,1,thisishowfan_pc.ipk,2016,ThisIsHowFAN
This Is How We Do,Katy Perry,Just Dance 2016,Pop / Dance-Pop,Inglés,1,4,thisishow_pc.ipk,2016,ThisIsHow
Under the Sea,"Disney's ""The Little Mermaid""",Just Dance 2016,Banda Sonora / Musical,Inglés,1,1,underthesea_pc.ipk,2016,UnderTheSea
Uptown Funk,Mark Ronson Ft. Bruno Mars,Just Dance 2016,Hip-Hop / Rap,Inglés,2,3,uptownfunkalt_pc.ipk,2016,UptownFunkALT
Uptown Funk,Mark Ronson Ft. Bruno Mars,Just Dance 2016,Hip-Hop / Rap,Inglés,2,1,uptownfunk_pc.ipk,2016,UptownFunk
Want To Want Me,Jason Derulo,Just Dance 2016,Pop / Dance-Pop,Inglés,3,2,wanttowantmealt_pc.ipk,2016,WantToWantMeALT
Want To Want Me,Jason Derulo,Just Dance 2016,Pop / Dance-Pop,Inglés,2,1,wanttowantme_pc.ipk,2016,WantToWantMe
When The Rain Begins To Fall,Sky Trucking,Just Dance 2016,Pop / Dance-Pop,Inglés,1,2,whentherain_pc.ipk,2016,WhenTheRain
William Tell Overture,Rossini,Just Dance 2016,Clásica / Instrumental,Instrumental,1,2,williamtell_pc.ipk,2016,WilliamTell
You Never Can Tell,A. Caveman & The Backseats,Just Dance 2016,Pop / Dance-Pop,Inglés,1,2,younevercan_pc.ipk,2016,YouNeverCan
You're The One That I Want,From The Movie Grease,Just Dance 2016,Banda Sonora / Musical,Inglés,1,2,youretheone_pc.ipk,2016,YoureTheOne
Ain't My Fault,Zara Larsson,Just Dance 2017,Pop / Dance-Pop,Inglés,2,1,aintmy_pc.ipk,2017,AintMy
All About Us,Jordan Fisher,Just Dance 2017,Pop / Dance-Pop,Inglés,2,3,allaboutus_pc.ipk,2017,AllAboutUs
Bailar,Deorro Ft. Elvis Crespo,Just Dance 2017,Dance / Electrónica,Spanglish,1,1,bailar_pc.ipk,2017,Bailar
Bang,Anitta,Just Dance 2017,Pop Latino / Urbano,Portugués,1,1,bang_pc.ipk,2017,Bang
Bonbon,Era Istrefi,Just Dance 2017,Pop / Dance-Pop,Inglés,3,1,bonbon_pc.ipk,2017,Bonbon
Cake By The Ocean,DNCE,Just Dance 2017,Pop / Dance-Pop,Inglés,2,2,cakebytheoceanalt_pc.ipk,2017,CakeByTheOceanALT
Cake By The Ocean,DNCE,Just Dance 2017,Pop / Dance-Pop,Inglés,1,1,cakebytheocean_pc.ipk,2017,CakeByTheOcean
Can't Feel My Face,The Weeknd,Just Dance 2017,R&B / Soul,Inglés,2,1,cantfeelmyface_pc.ipk,2017,CantFeelMyFace
Carnaval Boom,Latino Sunset,Just Dance 2017,Pop / Dance-Pop,Inglés,3,1,samba_pc.ipk,2017,Samba
Cheap Thrills,Sia Ft. Sean Paul,Just Dance 2017,Pop / Dance-Pop,Inglés,3,2,cheapthrillsalt_pc.ipk,2017,CheapThrillsALT
Cheap Thrills,Sia Ft. Sean Paul,Just Dance 2017,Pop / Dance-Pop,Inglés,2,1,cheapthrills_pc.ipk,2017,CheapThrills
Cola Song,INNA Ft. J Balvin,Just Dance 2017,Infantil,Español,1,4,colasongalt_pc.ipk,2017,ColaSongALT
Cola Song,INNA Ft. J Balvin,Just Dance 2017,Infantil,Español,2,1,colasong_pc.ipk,2017,ColaSong
DADDY,PSY Ft. CL of 2NE1,Just Dance 2017,K-Pop,Coreano,2,2,daddyalt_pc.ipk,2017,DaddyALT
DADDY,PSY Ft. CL of 2NE1,Just Dance 2017,K-Pop,Coreano,3,3,daddy_pc.ipk,2017,Daddy
Don't Let Me Down,The Chainsmokers Ft. Daya,Just Dance 2017,Dance / Electrónica,Inglés,1,2,dontlet_pc.ipk,2017,DontLet
Don't Stop Me Now,Queen,Just Dance 2017,Rock / Pop Rock,Inglés,2,1,dontstopmealt_pc.ipk,2017,DontStopMeALT
Don't Stop Me Now,Queen,Just Dance 2017,Rock / Pop Rock,Inglés,2,1,dontstopme_pc.ipk,2017,DontStopMe
Don't Wanna Know,Maroon 5,Just Dance 2017,Dance / Electrónica,Inglés,2,1,redmangoose_pc.ipk,2017,RedMangoose
Don't Worry,Madcon Ft. Ray Dalton,Just Dance 2017,Pop / Dance-Pop,Inglés,1,2,dontworrymadcon_pc.ipk,2017,DontWorryMadcon
Dragostea Din Tei,O-Zone,Just Dance 2017,Pop / Dance-Pop,Inglés,1,3,dragosteadintei_pc.ipk,2017,DragosteaDinTei
El Tiki,Maluma,Just Dance 2017,Pop Latino / Urbano,Español,2,3,eltikialt_pc.ipk,2017,ElTikiALT
El Tiki,Maluma,Just Dance 2017,Pop Latino / Urbano,Español,1,2,eltiki_pc.ipk,2017,ElTiki
Ghost In The Keys,Halloween Thrills,Just Dance 2017,Pop / Dance-Pop,Inglés,1,4,ghostinthekeys_pc.ipk,2017,GhostInTheKeys
Groove,Jack & Jack,Just Dance 2017,Pop / Dance-Pop,Inglés,2,2,groove_pc.ipk,2017,Groove
HandClap,Fitz and the Tantrums,Just Dance 2017,Rock / Pop Rock,Inglés,4,1,handclapfan_pc.ipk,2017,HandClapFAN
HandClap,Fitz and the Tantrums,Just Dance 2017,Rock / Pop Rock,Inglés,2,3,handclap_pc.ipk,2017,HandClap
Hips Don't Lie,Shakira Ft. Wyclef Jean,Just Dance 2017,Pop Latino / Urbano,Spanglish,1,2,hipsalt_pc.ipk,2017,HipsALT
Hips Don't Lie,Shakira Ft. Wyclef Jean,Just Dance 2017,Pop Latino / Urbano,Spanglish,2,1,hips_pc.ipk,2017,Hips
How Deep Is Your Love,Calvin Harris & Disciples,Just Dance 2017,Infantil,Inglés,1,1,howdeep_pc.ipk,2017,HowDeep
I Love Rock 'N' Roll,Fast Forward Highway,Just Dance 2017,Pop / Dance-Pop,Inglés,1,1,iloverock_pc.ipk,2017,ILoveRock
Imya 505,Vremya i Steklo,Just Dance 2017,R&B / Soul,Inglés,2,1,imya505_pc.ipk,2017,Imya505
In The Hall Of The Pixel King,Dancing Bros.,Just Dance 2017,Clásica / Instrumental,Instrumental,2,1,8bitclassical_pc.ipk,2017,8BitClassical
Into You,Ariana Grande,Just Dance 2017,Pop / Dance-Pop,Inglés,1,1,intoyou_pc.ipk,2017,IntoYou
Je Sais Pas Danser,Natoo,Just Dance 2017,Pop / Dance-Pop,Francés,1,1,natoo_pc.ipk,2017,Natoo
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,Just Dance 2017,Hip-Hop / Rap,Inglés,2,2,juju_pc.ipk,2017,Juju
Karaoke Forever - Future Underworld Mix (卡拉永远OK),Alan Tam,Just Dance 2017,Hip-Hop / Rap,Inglés,2,1,karaokeforeverchn_pc.ipk,2017,KaraokeForeverCHN
La Bicicleta,Carlos Vives & Shakira,Just Dance 2017,Pop Latino / Urbano,Español,1,2,bicicleta_pc.ipk,2017,Bicicleta
Last Christmas,Santa Clones,Just Dance 2017,Pop / Dance-Pop,Inglés,1,2,lastchristmas_pc.ipk,2017,LastChristmas
Lean On,Major Lazer Ft. MØ & DJ Snake,Just Dance 2017,Dance / Electrónica,Inglés,2,1,leanonalt_pc.ipk,2017,LeanOnALT
Lean On,Major Lazer Ft. MØ & DJ Snake,Just Dance 2017,Dance / Electrónica,Inglés,2,4,leanon_pc.ipk,2017,LeanOn
Leg Song (腿之歌),LULU,Just Dance 2017,Pop / Dance-Pop,Inglés,2,1,legsongchn_pc.ipk,2017,LegSongCHN
Leila,Cheb Salama,Just Dance 2017,Pop / Dance-Pop,Inglés,2,1,leila_pc.ipk,2017,Leila
Let Me Love You,DJ Snake Ft. Justin Bieber,Just Dance 2017,Dance / Electrónica,Inglés,2,2,blackmamba_pc.ipk,2017,BlackMamba
Like I Would,Zayn,Just Dance 2017,Pop / Dance-Pop,Inglés,2,1,likeiwould_pc.ipk,2017,LikeIWould
Little Swing,AronChupa Ft. Little Sis Nora,Just Dance 2017,Dance / Electrónica,Inglés,2,2,littleswing_pc.ipk,2017,LittleSwing
Me Too,Meghan Trainor,Just Dance 2017,Pop / Dance-Pop,Inglés,1,1,metoo_pc.ipk,2017,MeToo
Oishii Oishii,Wanko Ni Mero Mero,Just Dance 2017,J-Pop,Japonés,1,2,oishii_pc.ipk,2017,Oishii
Ona Tańczy Dla Mnie,Weekend,Just Dance 2017,Pop / Dance-Pop,Inglés,2,2,onatanczydlamnie_pc.ipk,2017,OnaTanczyDlaMnie
PoPiPo,Hatsune Miku,Just Dance 2017,Pop / Dance-Pop,Inglés,1,3,popipo_pc.ipk,2017,PoPiPo
RADICAL,Dyro & Dannic,Just Dance 2017,Pop / Dance-Pop,Inglés,2,2,radicalalt_pc.ipk,2017,RadicalALT
RADICAL,Dyro & Dannic,Just Dance 2017,Pop / Dance-Pop,Inglés,2,1,radical_pc.ipk,2017,Radical
Run The Night,Gigi Rowe,Just Dance 2017,Pop / Dance-Pop,Inglés,3,1,runthenight_pc.ipk,2017,RunTheNight
Scream & Shout,will.i.am Ft. Britney Spears,Just Dance 2017,Hip-Hop / Rap,Inglés,4,1,screamnshoutalt_pc.ipk,2017,ScreamNShoutALT
Scream & Shout,will.i.am Ft. Britney Spears,Just Dance 2017,Hip-Hop / Rap,Inglés,3,4,screamnshout_pc.ipk,2017,ScreamNShout
September,Equinox Stars,Just Dance 2017,Disco / Funk,Inglés,2,1,septemberalt_pc.ipk,2017,SeptemberALT
September,Equinox Stars,Just Dance 2017,Disco / Funk,Inglés,2,3,september_pc.ipk,2017,September
Single Ladies (Put a Ring on It),Beyoncé,Just Dance 2017,R&B / Soul,Inglés,1,1,singleladies_pc.ipk,2017,SingleLadies
Sorry,Justin Bieber,Just Dance 2017,Pop / Dance-Pop,Inglés,4,3,sorryaltbeta_pc.ipk,2017,SorryALTBETA
Sorry,Justin Bieber,Just Dance 2017,Pop / Dance-Pop,Inglés,4,1,sorryalt_pc.ipk,2017,SorryALT
Sorry,Justin Bieber,Just Dance 2017,Pop / Dance-Pop,Inglés,2,1,sorry_pc.ipk,2017,Sorry
Te Dominar,Daya Luz,Just Dance 2017,Pop / Dance-Pop,Inglés,2,3,tedominar_pc.ipk,2017,TeDominar
The Greatest,Sia,Just Dance 2017,Pop / Dance-Pop,Inglés,1,1,thegreatest_pc.ipk,2017,TheGreatest
Tico-Tico no Fubá,The Frankie Bostello Orchestra,Just Dance 2017,Clásica / Instrumental,Inglés,2,2,ticotico_pc.ipk,2017,TicoTico
Titanium,David Guetta Ft. Sia,Just Dance 2017,Dance / Electrónica,Inglés,2,3,titaniumalt_pc.ipk,2017,TitaniumALT
Titanium,David Guetta Ft. Sia,Just Dance 2017,Dance / Electrónica,Inglés,2,1,titanium_pc.ipk,2017,Titanium
Wake Me Up Before You Go-Go,Wham!,Just Dance 2017,Dance / Electrónica,Inglés,1,2,wakemeupalt_pc.ipk,2017,WakeMeUpALT
Watch Me (Whip/ Nae Nae),Silentó,Just Dance 2017,Pop / Dance-Pop,Inglés,1,4,naenaealt_pc.ipk,2017,NaeNaeALT
Watch Me (Whip/ Nae Nae),Silentó,Just Dance 2017,Pop / Dance-Pop,Inglés,1,4,naenae_pc.ipk,2017,NaeNae
What Is Love,Haddaway,Just Dance 2017,Dance / Electrónica,Inglés,2,2,whatislovealt_pc.ipk,2017,WhatIsLoveALT
What Is Love,Haddaway,Just Dance 2017,Dance / Electrónica,Inglés,2,1,whatislove_pc.ipk,2017,WhatIsLove
Wherever I Go,OneRepublic,Just Dance 2017,Pop / Dance-Pop,Inglés,1,1,whereverigo_pc.ipk,2017,WhereverIGo
Worth It,Fifth Harmony Ft. Kid Ink,Just Dance 2017,Pop / Dance-Pop,Inglés,4,4,worthitalt_pc.ipk,2017,WorthItALT
Worth It,Fifth Harmony Ft. Kid Ink,Just Dance 2017,Pop / Dance-Pop,Inglés,3,1,worthit_pc.ipk,2017,WorthIt
YOUTH,Troye Sivan,Just Dance 2017,Pop / Dance-Pop,Inglés,1,1,youth_pc.ipk,2017,Youth
24K Magic,Bruno Mars,Just Dance 2018,R&B / Soul,Inglés,4,1,24kalt_pc.ipk,2018,24KALT
24K Magic,Bruno Mars,Just Dance 2018,R&B / Soul,Inglés,1,2,24k_pc.ipk,2018,24K
All You Gotta Do,The Just Dance Band,Just Dance 2018,Pop / Dance-Pop,Inglés,1,1,allyougottavip_pc.ipk,2018,AllYouGottaVIP
All You Gotta Do,The Just Dance Band,Just Dance 2018,Pop / Dance-Pop,Inglés,1,1,allyougotta_pc.ipk,2018,AllYouGotta
Another One Bites The Dust,Queen,Just Dance 2018,Rock / Pop Rock,Inglés,3,1,anotheronealt_pc.ipk,2018,AnotherOneALT
Another One Bites The Dust,Queen,Just Dance 2018,Rock / Pop Rock,Inglés,1,4,anotherone_pc.ipk,2018,AnotherOne
